user_location;lat;lon
Barcelona/London/Madrid/Dubai ;40,416705;-3,703582;
Barcelona/Wonderland;40,416705;-3,703582;
Barcelona-Begur-Madrid;40,416705;-3,703582;
Barcelona-Catalunya-España;41,38256;2,177135;
Barcelona-Murcia;38,85591;-1,64509;
Bargas (Toledo);39,939321;-4,020153;
Bariloche;-41,133467;-71,309994;
Barinas, Venezuela;8,166667;-69,833333;
barna;43,21661;27,901713;
Barquisimeto Edo Lara;40,416705;-3,703582;
Barquisimeto -Lara - Venezuela;10,074037;-69,321567;
Barquisimeto, edo Lara;40,416705;-3,703582;
Barquisimeto, Lara, Venezuela,;40,416705;-3,703582;
Barquisimeto, Venezuela;10,074037;-69,321567;
Barquisimeto.Venezuela.;10,074037;-69,321567;
Barquisimeto-Lara;10,074037;-69,321567;
Barranca - Perú;-10,674247;-77,720777;
Barranquilla;11,046676;-74,84905;
Barranquilla ;11,046676;-74,84905;
Barranquilla - Colombia;11,046676;-74,84905;
Barranquilla, Colombia;11,046676;-74,84905;
Barranquilla, Colombia.;11,046676;-74,84905;
Barranquilla-Colombia ;11,046676;-74,84905;
Barreiros-Lugo-Viveiro;43,608964;-7,566902;
Basauri, Euzkadi.;40,416705;-3,703582;
Basauri, País Vasco;43,235364;-2,892197;
Bath, England;51,381386;-2,359696;
Batman, Türkiye;37,78741;41,257392;
Bayko, Hatld;40,416705;-3,703582;
Bayona ,Galicia ;42,214587;-8,751202;
Baza, España;40,416705;-3,703582;
BCN;41,406467;2,163064;
BCN - Madrid;40,416705;-3,703582;
BCN (ESPAÑA);40,416705;-3,703582;
Bcn República de Catalunya;40,416705;-3,703582;
BCN Sarrià-Sant Gervasi;40,416705;-3,703582;
BCN-DUB-MAD;40,416705;-3,703582;
BCN-MAD;40,416705;-3,703582;
BeCeNe;47,961287;6,183514;
Bedmar (Jaén)  ;37,82215;-3,411775;
Begues - Barcelona;41,333896;1,92167;
Begur, 36-38 (Barcelona);41,373588;2,130333;
BEIRUT  LEBANON;33,89592;35,47843;
Belalcázar, Caldas;4,996822;-75,82488;
Bélgica;50,640735;4,66696;
Belgique;50,640735;4,66696;
Belgrano;-34,561308;-58,456545;
Bellreguard-Jerez-Vielha;40,416705;-3,703582;
Bellvis - Catalunya - España;41,673517;0,821208;
Belo Horizonte, Brasil;-19,922732;-43,945095;
Belvís de la Jara;40,416705;-3,703582;
Benaguasil - Valencia;39,594291;-0,588849;
Benahadux (Almería,España);36,925153;-2,460209;
Benameji(Cordoba);37,267163;-4,539884;
Benasque, Barcelon, Aime.;40,416705;-3,703582;
Beniaján, Murcia.;37,975257;-1,071112;
Benicàssim;40,416705;-3,703582;
Benidorm;38,540626;-0,129093;
Benidorm y Marina Baixa.;38,540626;-0,129093;
Benidorm, Crevillent, Murcia..;40,416705;-3,703582;
Benidorm, España;38,540626;-0,129093;
Beniel, Región de Murcia;38,046906;-1,00125;
Benijófar - Alicante, Spain;40,416705;-3,703582;
Benito Juárez;19,38047;-99,163243;
Bera;43,281703;-1,68061;
Berango, España;43,36354;-2,996804;
Bergara, Euskal Herrixa;40,416705;-3,703582;
Bergen, Norge;60,394346;5,325885;
Bergondo, España;43,32018;-8,233041;
Bergondo, Galicia,Spain;43,32018;-8,233041;
Berlanga, España;38,282716;-5,830317;
Berlín, Alemania;52,517037;13,38886;
Beseit;40,831894;0,182656;
Best, Nederland;51,510017;5,398663;
Betanzos;43,279169;-8,210633;
Betxí, España;39,92883;-0,197425;
Bieberlandia;40,416705;-3,703582;
Bilbaino y Gijonés;40,416705;-3,703582;
Bilbao;43,262964;-2,934948;
Bilbao - Arrasate;40,416705;-3,703582;
Bilbao - Bizkaia;43,262964;-2,934948;
Bilbao - Pais Basko;40,416705;-3,703582;
Bilbao  quevedocieza@gmail.com;40,416705;-3,703582;
Bilbao - Zierbena;40,416705;-3,703582;
Bilbao , Euskal Herria;43,262964;-2,934948;
Bilbao | Isar | Cidad;40,416705;-3,703582;
Bilbao • Madrid • Barcelona;40,416705;-3,703582;
Bilbao- España;40,416705;-3,703582;
Bilbao Euskadi refugeeswelcome;40,416705;-3,703582;
Bilbao, capital del Mundo;40,416705;-3,703582;
Bilbao, Castro Urdiales;43,380561;-3,217803;
Bilbao, España;43,262964;-2,934948;
Bilbao, Euskal Herria ;43,262964;-2,934948;
Bilbao, País Vasco;43,262964;-2,934948;
Bilbao, Spain;43,262964;-2,934948;
Bilbao. San Sebastián. Madrid;40,416705;-3,703582;
Bilbao/Winterfell.;40,416705;-3,703582;
Bilbao•Vizcaya•España;40,416705;-3,703582;
Bilbao-Mallorca-Madrid;40,416705;-3,703582;
Bilbo ;43,262964;-2,934948;
Bio Bio;-36,986317;-72,219556;
Bizkaia;43,238264;-2,852207;
Bizkaia, Euskadi;43,238264;-2,852207;
Bizkaia, País Vasco;43,238264;-2,852207;
Blanca (Murcia);38,178946;-1,373676;
Blanca, Murcia;38,178946;-1,373676;
BLANES-CALELLA-BCN;40,416705;-3,703582;
Blasco de Garay, 13, Madrid.;40,416705;-3,703582;
Blimea | Gijón | Santander ;40,416705;-3,703582;
Blogger;40,416705;-3,703582;
Boadilla del Monte;40,405349;-3,876466;
Boadilla del Monte. MADRID.;40,405349;-3,876466;
Bocairent - País Valencià;38,740611;-0,601824;
Bogota;4,598048;-74,076087;
Bogotá;4,598048;-74,076087;
Bogotà;4,598048;-74,076087;
Bogota Col.;19,169681;-96,152313;
Bogotá Colombia;4,598048;-74,076087;
Bogota D.C , Colombia;4,598048;-74,076087;
Bogotá D.C.;4,598048;-74,076087;
Bogota DC;4,598048;-74,076087;
Bogotá y Fusa...;40,416705;-3,703582;
Bogotá, CO;4,598048;-74,076087;
Bogota, Colombia;4,598048;-74,076087;
Bogotá, Colombia;4,598048;-74,076087;
Bogotá, Colombia D.C.;40,416705;-3,703582;
Bogotá, D.C., Colombia;4,598048;-74,076087;
Bogotá, DC;4,598048;-74,076087;
Bogotá-Colombia;4,598048;-74,076087;
Boiro, España;40,416705;-3,703582;
Boiro-A Coruña;42,646294;-8,885872;
Bolivia;-17,05687;-64,991229;
Bollullos de la Mit. Sevilla;40,416705;-3,703582;
BONARES (HUELVA);37,321404;-6,683161;
Bonares (Huelva) ESPAÑA;37,321404;-6,683161;
Boom, België;51,087379;4,366722;
Bora bora;-16,504169;-151,736662;
Bormujos;37,371594;-6,07133;
Bormujos, Sevilla, Andalucía.;37,371594;-6,07133;
Bosnia and Herzegovina;44,309241;17,585967;
Boston / Barcelona ;41,403316;2,140393;
Boston, MA;42,360482;-71,059568;
Botica Vieja 24, Bilbao;43,268881;-2,945755;
Boulevard of broken dreams. ;40,416705;-3,703582;
Boyacà-Colombia;5,627898;-72,826862;
Braavos,ciudad libre;40,416705;-3,703582;
Brasil;-10,333333;-53,2;
Brasília (DF) Brazil;-15,7934;-47,882293;
Breda;51,564448;4,75123;
Brighton, England;50,82204;-0,137406;
Briongos;40,416705;-3,703582;
Brunete (Madrid);53,075329;8,806141;
Brunete, Madrid, Spain;40,40505;-3,997991;
Bruselas;50,846557;4,351697;
Bruselas, Bélgica;50,846557;4,351697;
Brussels;50,846557;4,351697;
Brussels, Europe;50,846557;4,351697;
Bruxelles, Belgique;50,844041;4,367202;
bs as;-36,380504;-60,388887;
Bs. As. Argentina.;-36,380504;-60,388887;
Bs.As. Argentina ;-36,380504;-60,388887;
Bucaramanga ;7,111461;-73,117287;
Bucaramanga, Colombia;7,166663;-73,104477;
Bucarest ;44,436141;26,10272;
Buceo-Montevideo-Uruguay;-34,8978;-56,128658;
Buehnojaire;40,416705;-3,703582;
Buena Fe;30,36423;-107,924494;
Buenos Aires;-34,612869;-58,445979;
Buenos Aires - Argentina;-34,612869;-58,445979;
Buenos Aires , Argentina;-34,612869;-58,445979;
Buenos Aires Argentina;-34,612869;-58,445979;
BUENOS AIRES ARGENTINA ;-34,612869;-58,445979;
Buenos Aires -Argentina.;-34,612869;-58,445979;
Buenos Aires, Argentina;-34,612869;-58,445979;
Buenos Aires. Argentina;-34,612869;-58,445979;
Buenos Aires/ Argentina;-34,612869;-58,445979;
Buenos Aires-Argentina;-34,612869;-58,445979;
Bulgaria;42,607398;25,485662;
Bulgaria 3;-34,889435;-56,263012;
Bunker;40,416705;-3,703582;
Buñol;39,419051;-0,790916;
Burgos ;42,343926;-3,696977;
Burgos - España;40,416705;-3,703582;
Burgos - Madrid;40,551644;-3,643107;
Burgos, __salamanca .;40,949509;-5,647655;
Burgos, Castilla y León;40,416705;-3,703582;
Burgos, Castrojeriz;40,416705;-3,703582;
Burgos, España;42,343926;-3,696977;
Burgos, España.;42,343926;-3,696977;
Burgos?Bcn?Fuentes de Oñoro;40,416705;-3,703582;
Burjassot ;39,50906;-0,410858;
Burjassot, Comunidad Valenciana;39,50906;-0,410858;
Burjassot, Valencia ;39,50906;-0,410858;
Burnaby, British Columbia;49,243277;-122,972593;
buscame;40,416705;-3,703582;
Buscando en mi interior;40,416705;-3,703582;
Buscando mi Eudamon;40,416705;-3,703582;
Busque Country;40,416705;-3,703582;
but who cares;40,416705;-3,703582;
Butarque, Madrid;40,354215;-3,742763;
bvb & scp & atm;40,416705;-3,703582;
C. Real;19,490151;-99,609738;
C.C.Santa Mónica(Rivas);40,416705;-3,703582;
C.Valenciana;38,037222;-4,053647;
c.valenciana@ciudadanos-cs.org;40,416705;-3,703582;
C/ Acuerdo 28, 28015. Madrid;40,416705;-3,703582;
C/ Caleruega, 79 Madrid;40,416705;-3,703582;
C/ Calvario,171 Vila-real;40,416705;-3,703582;
C/ Cayetano Martínez, 8, Elche;38,269923;-0,683828;
C/ Cea Bermúdez, 46, 1D,Madrid;40,416705;-3,703582;
C/ Conde d Romanones 9. Madrid;40,416705;-3,703582;
C/ Felipe Estevez, 22. Getafe;40,308438;-3,731072;
C/ Fernando el Católico, 86;40,416705;-3,703582;
C/ Fuencarral 93,  Madrid;40,431097;-3,703217;
C/ Hermosilla 136, Madrid, Esp;40,416705;-3,703582;
C/ Jabonería,61-1ºA - Alcorcón;40,416705;-3,703582;
c/ La Rasa núm. 29 (Terrassa);40,416705;-3,703582;
C/ Oliva de Plasencia 5;40,379351;-3,776115;
C/ Príncipe de Vergara 204 D ;40,962048;-5,65358;
C/ Prudencio Álvaro 53, Madrid;40,416705;-3,703582;
C/ Pte. Felipe González, 17;40,416705;-3,703582;
C/ Rafael Calvo, 18 - 4º B;-24,789382;-65,410193;
C/ Salud, 31 - Valladolid;41,711557;-4,984622;
C/ SAN FRANCISCO, 16 BURGOS;42,346452;-3,700934;
C/ Sanclemente, 6  (Zaragoza);40,416705;-3,703582;
C/ Sant Eloi 6-8 08038;40,416705;-3,703582;
C/ Sor Clara Andreu, 15 Palma;39,594585;2,652158;
C/ Toledo, 6 (C.Real);38,686747;-4,119878;
c/ vinaroz, 44, Madrid;40,416705;-3,703582;
C/ Vital Aza, 30, Madrid ;40,416705;-3,703582;
c/ Vitoria, 29, 3º idza Burgos;40,416705;-3,703582;
C/Anglí, 31 2º;40,416705;-3,703582;
C/Carcaixent 31, Castelló;39,979501;-0,029355;
"C/General Rodrigo 8; Madrid";40,416705;-3,703582;
C/Jerez nº13 bajo 09006 Burgos;40,416705;-3,703582;
C/Ppe de Vergara 55;40,416705;-3,703582;
C/Virgen de la Capilla,11 JAEN;37,768657;-3,786979;
Ca n'Oriac SBD/BCN/CAT;40,416705;-3,703582;
CABA;-34,612869;-58,445979;
CABA Buenos Aires-argentina;40,416705;-3,703582;
CABA, Argentina;-34,612869;-58,445979;
Caballito;-34,620077;-58,442489;
Cabezo de Torres;38,025258;-1,126054;
Cabra, Andalucía;37,471815;-4,433562;
Cabranes, España;43,40717;-5,423934;
caceres;39,475155;-6,371413;
Cáceres;39,475155;-6,371413;
Cáceres y Málaga;36,728668;-4,380868;
Cáceres y Navalmoral dela Mata;40,416705;-3,703582;
Cáceres, España;39,475155;-6,371413;
Caceres, Extremadura;39,475155;-6,371413;
Cáceres, Extremadura;39,475155;-6,371413;
Cáceres, Extremadura, España.;39,475155;-6,371413;
cachirulo;-36,74975;-64,36954;
Cadena SER;39,029979;-1,846827;
Cadiz;36,521647;-6,282601;
Cádiz;36,521647;-6,282601;
Cádiz ;36,521647;-6,282601;
Cádiz - Madrid;40,387861;-3,69942;
Cádiz / Sevilla;37,435062;-6,045595;
Cádiz, Andalucía;40,416705;-3,703582;
Cádiz, Andalucía, España ;36,521647;-6,282601;
Cádiz, Andalucía,España ;36,521647;-6,282601;
Cádiz, España;36,521647;-6,282601;
Cádiz. España. Unión Europea;40,416705;-3,703582;
Cádiz/Teruel;40,416705;-3,703582;
Cádiz-Chiclana-Sevilla-Bristol;40,416705;-3,703582;
Cagliari, Cerdeña;39,216953;9,112851;
Cagua, Venezuela;10,187256;-67,46097;
Cairo, Egypt;30,048819;31,243666;
Cala d'Or, Mallorca;40,416705;-3,703582;
Cala Figuera. Santanyí;39,328723;3,168325;
Calahorra, España;42,303521;-1,964876;
Calahorra, La Rioja;42,303521;-1,964876;
Calasparra;38,231097;-1,697731;
Calatayud;41,352763;-1,642298;
Calgary, AB Canada;51,053059;-114,062561;
Calgary, Canada;51,053059;-114,062561;
Cali;3,431933;-76,511305;
Cali ;3,431933;-76,511305;
Cali - Colombia;3,431933;-76,511305;
Cali - Valle ;3,431933;-76,511305;
Cali, Colombia;3,431933;-76,511305;
Cali, Valle del Cauca;3,431933;-76,511305;
CALI-COLOMBIA;3,431933;-76,511305;
California, USA;36,701463;-118,755997;
Calla pesao;40,416705;-3,703582;
Callao, Peru;-12,052263;-77,139113;
Calle Alcarria 8,28820Coslada ;40,349652;-3,694177;
Calle Añastro, 1, 28033 Madrid;40,467705;-3,663002;
Calle Asturias.Valencia, Spain;39,010584;-0,169052;
Calle Cean Bermudez 6, Gijón;43,535203;-5,662855;
calle la pantomima?w.j.n?;40,416705;-3,703582;
Calle Magallanes, 24 (Madrid);40,316472;-3,728961;
Calle Miguel de Cervantes 13;37,606748;-0,944812;
Calle Salamanca, 5.;18,387436;-66,115885;
Callejon Diagon 9¾ Batgirl ;40,416705;-3,703582;
Calpe;38,644798;0,045414;
Calvià, España;39,565093;2,504632;
Calvià, Mallorca. España;39,549449;2,595101;
Calzada de Gpe. 422 Industrial;40,416705;-3,703582;
Camargo, Cantabria;43,40794;-3,88487;
Cambados, España;42,51439;-8,813841;
Cambre, Galicia;43,292486;-8,342969;
Cambridge, England;52,203305;0,124862;
camino pa marte;40,416705;-3,703582;
Camp de Morvedre i Horta Nord;40,416705;-3,703582;
Campanario, España;40,416705;-3,703582;
Campdevànol;42,223215;2,167889;
Campillos (Málaga);37,047579;-4,862642;
Campillos, España;37,047579;-4,862642;
Campo de Criptana;39,405254;-3,125483;
Campus de Colmenarejo UC3M;40,416705;-3,703582;
Campus de Sant Joan d'Alacant;40,416705;-3,703582;
Canada;61,066692;-107,991707;
Canalejas de Peñafiel;40,416705;-3,703582;
Canari@s;28,530653;-15,746444;
Canaria residiendo en Madrid;40,416705;-3,703582;
Canarias;28,530653;-15,746444;
Canarias (España);28,530653;-15,746444;
Canary Islands (Spain);28,530653;-15,746444;
Cancun ;21,161829;-86,82505;
Cancún ;40,416705;-3,703582;
Cancún, México;21,161829;-86,82505;
Candelaria;-26,1023;-65,097426;
Candelaria, España;28,354672;-16,371009;
Candeleda (Ávila);40,155725;-5,240962;
Canet d'En Berenguer-Valencia;39,679955;-0,219617;
Cangas y Vigo y madri;40,416705;-3,703582;
Cangas, Galicia;42,264724;-8,779649;
Cantabria;43,159566;-4,087838;
cantabria ;43,159566;-4,087838;
Cantabria (España);43,159566;-4,087838;
Cantabria, España;43,159566;-4,087838;
Cantabria.Spain;43,159566;-4,087838;
Cantillana (Sevilla);37,608877;-5,824445;
Cantoria, Andalucía;37,352456;-2,193481;
capable d'être terrible;40,416705;-3,703582;
Capilla del Señor, Argentina;-34,291664;-59,100246;
capital ;-24,967443;-65,214704;
Capital - Córdoba, Argentina;-31,433374;-64,217618;
Capital - Salta, Argentina;-24,967443;-65,214704;
Capital del Sentimiento;40,416705;-3,703582;
Capital Federal;-34,612869;-58,445979;
Capítulo 18;38,751859;-9,27145;
Carabanchel;40,381193;-3,737976;
Carabanchel, Madrid;40,381193;-3,737976;
carabanchel, Madrid ;40,381193;-3,737976;
Carabobo - Venezuela;10,166667;-68,083333;
Carabobo, Venezuela;10,166667;-68,083333;
Caracas;10,506098;-66,914602;
Caracas - Venezuela;10,506098;-66,914602;
Caracas - Venezuela www.elbienestar.com.ve;40,416705;-3,703582;
Caracas Venezuela;40,416705;-3,703582;
Caracas, Bogotá, Miami;40,416705;-3,703582;
Caracas, Ciudad Caos;40,416705;-3,703582;
Caracas, Distrito Capital;10,506098;-66,914602;
Caracas, Venezuela;10,506098;-66,914602;
Caracas, Venezuela ;10,506098;-66,914602;
Caracas, Vzla;40,416705;-3,703582;
Caracas. Venezuela ;10,506098;-66,914602;
Caracas-Venezuela;10,506098;-66,914602;
Caravaca de la Cruz;38,106501;-1,859736;
Caravaca de la Cruz, Región de;40,416705;-3,703582;
Carboneras, Almería, España;40,416705;-3,703582;
Carlet, España;39,22517;-0,520205;
Carlos Paz, Córdoba, Argentina;40,416705;-3,703582;
Carrington, Polanda;40,416705;-3,703582;
Cartagena;37,626787;-1,000618;
Cartagena ;37,626787;-1,000618;
Cartagena ( España );40,416705;-3,703582;
Cartagena (Murcia);37,626787;-1,000618;
Cartagena- Colombia ;10,423604;-75,524172;
Cartagena de Indias;10,413179;-75,489294;
Cartagena de indias, Colombia;10,413179;-75,489294;
CARTAGENA- SAN JACINTO BOL.;40,416705;-3,703582;
Cartagena, Colombia;10,423604;-75,524172;
Cartagena, España;37,626787;-1,000618;
Cartagena, Murcia;37,626787;-1,000618;
Cartagena, Región de Murcia;37,626787;-1,000618;
Cartagena.;37,626787;-1,000618;
Carúpano, Sucre;10,665123;-63,252205;
Casada con @isthatsan_;40,416705;-3,703582;
Casariche - Sevilla;37,295554;-4,759137;
Casco Histórico de Barajas, Ma;40,416705;-3,703582;
Casco Histórico de Vallecas, M;40,416705;-3,703582;
Casioppea;40,416705;-3,703582;
castejon/  navarra;42,159195;-1,67108;
Castelar;-34,655564;-58,642513;
Castell de l'Areny;42,173217;1,945444;
Castellammare del Golfo ;38,018846;12,885837;
Castellano Manchega, Spain.;37,869041;-0,778788;
Castellar V. Barcelona;40,416705;-3,703582;
Castellar, España;40,365244;-0,816993;
Castelldefels;41,286102;1,982417;
Castelldefels, Barcelona;41,286102;1,982417;
Castelldefels, Espanya;41,286102;1,982417;
Castelldefels-Cataluña-España;41,286102;1,982417;
Castelló;40,251857;-0,061505;
castellon;40,251857;-0,061505;
Castellón;40,251857;-0,061505;
Castellón ;40,251857;-0,061505;
castellon de la plana;39,985995;-0,037435;
Castellón de la Plana;40,416705;-3,703582;
Castellón de la Plana, Comunid;40,416705;-3,703582;
Castellón de la Plana, España;39,985995;-0,037435;
Castellón, Comunidad Valencian;40,251857;-0,061505;
Castellón, España;40,251857;-0,061505;
Castellón.;40,251857;-0,061505;
Castellote, Teruel;40,799628;-0,319703;
Castilla;-38,959382;-67,933243;
Castilla - La Mancha;39,41779;-2,623233;
Castilla la Mancha;39,41779;-2,623233;
Castilla la Mancha ;39,41779;-2,623233;
Castilla la Mancha,Madrid,Ávil;40,416705;-3,703582;
Castilla y León;41,803717;-4,747173;
Castilla y León - España ;41,803717;-4,747173;
Castilla y Leon, España;41,803717;-4,747173;
Castilla y León, España;41,803717;-4,747173;
Castilla y León. España;41,803717;-4,747173;
Castilla, España;40,090109;-1,422957;
Castilla-La Mancha;39,41779;-2,623233;
Castilla-La Mancha (España);39,41779;-2,623233;
Castilla-La Mancha, España;39,41779;-2,623233;
Castrillón, España;43,546254;-5,992829;
Castro Urdiales;43,384335;-3,216258;
Castro Urdiales - Cantabria;43,384335;-3,216258;
Castro Urdiales City;40,416705;-3,703582;
Castro Urdiales... the World;40,416705;-3,703582;
Castro-Urdiales, España;43,384335;-3,216258;
Catalunya;41,852309;1,574504;
Catalunya ;41,852309;1,574504;
Catalunya, Espanya;41,852309;1,574504;
Catalunya, Tarragona;40,416705;-3,703582;
Catalunya.;41,852309;1,574504;
Catalunya. NOT Spain;40,416705;-3,703582;
Catalunya/Madrid;40,555013;-3,623142;
Cataluña;41,852309;1,574504;
Cataluña España;41,852309;1,574504;
Cataluña, España;41,852309;1,574504;
Cataluya, España;40,416705;-3,703582;
Catarroja, España;39,403375;-0,402876;
Catedral de Granada a ratos.;40,416705;-3,703582;
Caudete, España;38,706703;-0,986798;
Cazorla, España;40,416705;-3,703582;
CBM-SO Madrid, Spain;40,416705;-3,703582;
CC Concepto La Granja, Piso 1;40,416705;-3,703582;
Ccs - Venezuela;40,416705;-3,703582;
Ccs - Vzla;40,416705;-3,703582;
Cd. De Mexico;28,413696;-106,852746;
CDMX;19,320556;-99,151701;
CDMX ?;19,320556;-99,151701;
CEDIMAT ;40,416705;-3,703582;
Cee, España;42,955631;-9,190219;
Cehegin , Murcia;38,092508;-1,798752;
Celephaïs;40,416705;-3,703582;
celiavergara@celiavergara.com;40,416705;-3,703582;
Celta en el Cantábrico;40,416705;-3,703582;
Central Park;22,316167;114,161758;
Centro Transportes Madrid,CTM;40,416705;-3,703582;
CentroAmerica;9,584536;-74,422021;
Centroamérica;9,584536;-74,422021;
Cerca de Caracas;40,416705;-3,703582;
Cerca del campo;38,159056;-6,841854;
cerca del mar;40,416705;-3,703582;
cerca del precipicio;40,416705;-3,703582;
Cerca muy cerca de la luna;40,416705;-3,703582;
Cerdanyola del Vallès, Cataluña;41,491032;2,137497;
Ceretana & Barcelonina;40,416705;-3,703582;
Cerquita del Mediterraneo;40,416705;-3,703582;
Cesantes;42,302265;-8,61165;
Ceuta;35,888361;-5,304138;
Ceuta, España;35,888361;-5,304138;
Ceutí, España;38,077695;-1,27413;
Chacabuco, Metropolitana de Sa;40,416705;-3,703582;
Chaclacayo;-11,982761;-76,769839;
Chamartín | Madrid | España;40,460764;-3,677534;
Chamberi.  Madrid ;40,436195;-3,703816;
Chantada (Lugo);42,609622;-7,770586;
Charallave, Miranda;10,24566;-66,858661;
Charo, Michoacán;19,669179;-101,003217;
CheckOrphan.org - US;40,416705;-3,703582;
Chella;39,041953;-0,659113;
Cherburgo-Octeville, Francia;49,629241;-1,63845;
cheste;39,493894;-0,684385;
Cheste, Comunidad Valenciana;39,493894;-0,684385;
Chiapas        ;16,5;-92,5;
Chicago, IL;41,875555;-87,624421;
Chicago, US;41,875555;-87,624421;
chigretonrecords@gmail.com ;40,416705;-3,703582;
Chile;-31,761336;-71,31877;
Chile - Brasil - The world !;40,416705;-3,703582;
Chile. Santiago;20,256663;-75,88193;
Chiloeches;40,573212;-3,162721;
Chinchiná, Colombia;4,983021;-75,605337;
Chino Hills, CA;33,99268;-117,760056;
Chirurgo Oculista Milano Roma;40,416705;-3,703582;
Chivilcoy;-34,89678;-60,01914;
Chocolate;16,932926;-95,090577;
Chueca;39,731596;-3,942698;
Ciempozuelos, España;40,158009;-3,620551;
Cieza, Región de Murcia;38,239123;-1,418973;
Ciudad Autónoma de Buenos Aire;40,416705;-3,703582;
Ciudad Autónoma de Buenos Aires, Argentina;-34,612869;-58,445979;
Ciudad Autónoma de Ceuta;40,416705;-3,703582;
Ciudad Bolivar, Venezuela;8,131165;-63,538053;
Ciudad de Buenos Aires;-34,612869;-58,445979;
Ciudad de la Felicidad;25,542698;-103,410513;
Ciudad de Mexico;19,43253;-99,13321;
Ciudad de México;19,43253;-99,13321;
Ciudad de México ;19,43253;-99,13321;
CIUDAD DE MEXICO.;19,43253;-99,13321;
Ciudad de Panamá;8,971449;-79,53418;
Ciudad de San Francisco ;40,416705;-3,703582;
Ciudad del Amor;20,525151;-97,459411;
Ciudad del Betis;40,416705;-3,703582;
Ciudad del Chotis;40,416705;-3,703582;
Ciudad del frío?;40,416705;-3,703582;
Ciudad Guayana, Venezuela;8,338916;-62,713266;
Ciudad Imagen ;40,416705;-3,703582;
Ciudad Jardín - El Palomar;40,416705;-3,703582;
Ciudad K;56,162107;15,586642;
Ciudad Ojeda, Venezuela;10,218049;-71,327905;
Ciudad Ojeda..Edo Zulia;40,416705;-3,703582;
Ciudad Real;38,959751;-3,882828;
Ciudad Real, España;38,959751;-3,882828;
Ciudad Real, España ;40,416705;-3,703582;
Ciudad Real/Madrid;21,12186;-101,682508;
Ciudad Real-Córdoba;25,419297;-100,994507;
ciudadana del mundo;40,416705;-3,703582;
Ciudadana del mundo ;40,416705;-3,703582;
Ciudadana del mundo NoBorders;40,416705;-3,703582;
Ciudadana del mundo. ;40,416705;-3,703582;
Ciudadano de Aguadulce Almería;40,416705;-3,703582;
Ciudadano Del Mundo;40,416705;-3,703582;
Ciudadanos Madrid;40,416705;-3,703582;
CiudadMéxico;40,416705;-3,703582;
Ciutadà del Món;40,416705;-3,703582;
Ciutadella de Menorca;39,555661;2,684039;
Ciutat, Mallorca;39,553669;2,691863;
Clearwater, FL;27,965853;-82,800103;
closara@mapfre.com;40,416705;-3,703582;
club de judo stabia;40,416705;-3,703582;
CNIO, Madrid. Spain;40,416705;-3,703582;
Coatzacoalcos, Veracruz;5,210295;-75,984224;
Cobeña, Madrid, Spain;40,567608;-3,504856;
Coca de Alba, España;40,878016;-5,364935;
COCEMFE Barcelona;40,416705;-3,703582;
Cofrentes;39,229988;-1,061939;
Colegio Hogwarts de Magia y He;40,416705;-3,703582;
collado mediano (madrid);40,694316;-4,024398;
Collado Villalba;40,642992;-3,992722;
Collado Villalba (Madrid);40,642992;-3,992722;
Collado Villalba, España;40,642992;-3,992722;
Colmenar Viejo, Madrid, España;40,65879;-3,766321;
Colmenar, Málaga.;36,903022;-4,336104;
Colmenarejo, España;40,416705;-3,703582;
Colmenarejo-Madrid;40,560455;-4,016666;
Colombia;2,893078;-73,784507;
Colombia ;2,893078;-73,784507;
Colombres,Asturias;43,374926;-4,540935;
Colonia Benitez. Chaco. ;-27,332067;-58,946903;
Comarca del Mar menor;40,416705;-3,703582;
Combatiendo zombies en Sevilla;40,416705;-3,703582;
Comisaria 12, Central Perk.;40,416705;-3,703582;
Community of Madrid, Spain;40,524832;-3,771563;
Compostela;42,880422;-8,545861;
Compostela/Lemos/L'Hospi;40,416705;-3,703582;
ComprameUnaEmpanada;40,416705;-3,703582;
Comunidad Autonoma Catalana ;40,416705;-3,703582;
Comunidad de Madrid;40,524832;-3,771563;
Comunidad de Madrid, España;40,524832;-3,771563;
Comunidad de Madrid. España.;40,416705;-3,703582;
Comunidad Foral de Navarra, España;42,612524;-1,831063;
Comunidad Foral ES, Pamplona;40,416705;-3,703582;
Comunidad Valenciana;39,681959;-0,765441;
Comunidad Valenciana, España;39,681959;-0,765441;
Comunidad Valenciana. España;39,681959;-0,765441;
comunista feminista atea ;40,416705;-3,703582;
Comunitat Valenciana;39,681959;-0,765441;
Con cuuuulo de muuuula;40,416705;-3,703582;
Con JaiLai, en la jungle.;40,416705;-3,703582;
Con la Pauli buscando novio;40,416705;-3,703582;
Con los pies en la Tierra;40,416705;-3,703582;
Con Rick Astley;40,416705;-3,703582;
Con una cerveza en la mano;40,416705;-3,703582;
Concordia , Argentina;-31,397254;-58,01733;
Conde de Aranda,15, Madrid;40,416705;-3,703582;
Conil de la Frontera y Sevilla;40,416705;-3,703582;
Constantina;-27,731974;-52,993799;
Constelación de Orión;41,992969;-4,525785;
contacto@cuestiondemadres.com;40,416705;-3,703582;
Copenhague;55,686724;12,570072;
Copiapó, Chile;-27,366459;-70,3323;
Corazón de @hgwrts_letter;40,416705;-3,703582;
CORDOBA;37,884487;-4,779502;
Córdoba;37,884487;-4,779502;
Córdoba ;37,884487;-4,779502;
Córdoba - Andalucía - España;37,884487;-4,779502;
